record_id,redcap_survey_identifier,participant_information_sheet_informed_consent_timestamp,prolific_id,prolific_study_id,prolific_session_id,consent_01___1,consent_02___1,participant_information_sheet_informed_consent_complete,your_demographic_information_timestamp,demographics_age,demographics_sex,demographics_gender,demographics_gender_text,demographics_language,demographics_tz,demographics_occupation,attentioncheck_01,your_demographic_information_complete,template_timestamp,design_appearance,design_wearlikelihoodrating_public,design_wearlikelihoodrating_home,design_wearlikelihoodrating_work,design_wearlikelihoodrating_social,design_wearlikelihoodrating_exercise,design_wearduration,design_restrict,design_difficulty,design_check,template_complete,wrist_timestamp,design_appearance_wrist,design_wearlikelihoodrating_public_wrist,design_wearlikelihoodrating_home_wrist,design_wearlikelihoodrating_work_wrist,design_wearlikelihoodrating_social_wrist,design_wearlikelihoodrating_exercise_wrist,design_wearduration_wrist,design_restrict_wrist,design_difficulty_wrist,design_check_wrist,wrist_complete,collar_pin_timestamp,design_appearance_collarpin,design_wearlikelihoodrating_public_collarpin,design_wearlikelihoodrating_home_collarpin,design_wearlikelihoodrating_work_collarpin,attentioncheck_02,design_wearlikelihoodrating_social_collarpin,design_wearlikelihoodrating_exercise_collarpin,design_wearduration_collarpin,design_restrict_collarpin,design_difficulty_collarpin,design_check_collarpin,collar_pin_complete,glasses_timestamp,design_appearance_glasses,design_wearlikelihoodrating_public_glasses,design_wearlikelihoodrating_home_glasses,design_wearlikelihoodrating_work_glasses,design_wearlikelihoodrating_social_glasses,design_wearlikelihoodrating_exercise_glasses,design_wearduration_glasses,design_restrict_glasses,design_difficulty_glasses,design_check_glasses,glasses_complete,hat_pin_timestamp,design_appearance_glasses_hatpin,design_wearlikelihoodrating_public_glasses_hatpin,attentioncheck_03,design_wearlikelihoodrating_home_glasses_hatpin,design_wearlikelihoodrating_work_glasses_hatpin,design_wearlikelihoodrating_social_glasses_hatpin,design_wearlikelihoodrating_exercise_glasses_hatpin,design_wearduration_glasses_hatpin,design_restrict_glasses_hatpin,design_difficulty_glasses_hatpin,design_check_glasses_hatpin,hat_pin_complete,neck_loop_timestamp,design_appearance_neckloop,design_wearlikelihoodrating_public_neckloop,design_wearlikelihoodrating_home_neckloop,design_wearlikelihoodrating_work_neckloop,design_wearlikelihoodrating_social_neckloop,design_wearlikelihoodrating_exercise_neckloop,design_wearduration_neckloop,design_restrict_neckloop,design_difficulty_neckloop,design_check_neckloop,neck_loop_complete,chest_pin_timestamp,design_appearance_chestpin,design_wearlikelihoodrating_public_chestpin,design_wearlikelihoodrating_home_chestpin,design_wearlikelihoodrating_work_chestpin,design_wearlikelihoodrating_social_chestpin,design_wearlikelihoodrating_exercise_chestpin,design_wearduration_chestpin,design_restrict_chestpin,design_difficulty_chestpin,design_check_chestpin,chest_pin_complete,necklace_timestamp,design_appearance_necklace,design_wearlikelihoodrating_public_necklace,design_wearlikelihoodrating_home_necklace,design_wearlikelihoodrating_work_necklace,design_wearlikelihoodrating_social_necklace,design_wearlikelihoodrating_exercise_necklace,design_wearduration_necklace,design_restrict_necklace,design_difficulty_necklace,design_check_necklace,necklace_complete,sleeve_collar_timestamp,design_appearance_sleevecollar,design_wearlikelihoodrating_public_sleevecollar,design_wearlikelihoodrating_home_sleevecollar,design_wearlikelihoodrating_work_sleevecollar,design_wearlikelihoodrating_social_sleevecollar,design_wearlikelihoodrating_exercise_sleevecollar,design_wearduration_sleevecollar,design_restrict_sleevecollar,design_difficulty_sleevecollar,design_check_sleevecollar,sleeve_collar_complete,other_designs_timestamp,design_openended,design_feedback,other_designs_complete,completion_screen_timestamp,completion_screen_complete
73,,11.01.24 16:09,,,,1,1,2,11.01.24 16:11,75,2,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:13,5,5,5,5,5,5,5,2,showering,wrist,2,11.01.24 16:15,3,4,4,3,19,3,3,3,4,sleeping,collar,2,11.01.24 16:18,3,4,4,4,3,3,3,2,exercise,glasses,2,11.01.24 16:19,3,3,4,3,4,2,3,3,2,nil,beanie,2,11.01.24 16:20,3,3,3,3,2,1,3,3,exercise,collar,2,11.01.24 16:22,3,3,4,4,3,2,3,3,exercise,shirt,2,11.01.24 16:25,4,4,4,4,3,3,3,2,nil,necklace,2,11.01.24 16:26,4,4,4,4,4,4,4,2,nil,armband,2,11.01.24 16:27,leg / anklet,nil,2,11.01.24 16:27,2
74,,11.01.24 16:10,,,,1,1,2,11.01.24 16:11,58,1,1,,1,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:15,5,6,5,4,6,7,7,1,"wearing in the bath, shower or swimming pool",The light logger is placed on the wrist.,2,11.01.24 16:18,3,3,3,3,19,3,3,2,3,doing vigorous exercise,The light logger is placed in the neck area of clothing.,2,11.01.24 16:23,3,3,3,3,1,3,2,3,If you wear spectacles throughout the day you wouldn't be able to use these Light logger at the same time.,They would be worn across the head in the eye area the same as you would wear spectacles.,2,11.01.24 16:27,4,5,4,3,3,3,4,3,2,You would have a wear a hat all the time to be able to attach the light logger so it would only be worn at certain times.,It's placed on a hat that is placed on the head.,2,11.01.24 16:30,4,5,5,5,5,5,4,1,wearing it in water might be difficult.,it's worn around the  neck,2,11.01.24 16:34,5,7,7,7,7,6,7,1,you'd need to find material that is easy to attach it to. ,It's placed on the chest.,2,11.01.24 16:36,5,6,6,6,6,6,7,1,I don't think it would be difficult to wear at all.,It's placed around the neck on some kind of cord.,2,11.01.24 16:39,4,5,5,5,4,6,5,1,You'd have to take it off when in water situations.,It's placed around the top of the arm.,2,11.01.24 16:42,You could use a light logger on a head band.,The survey was easy to understand and complete.,2,11.01.24 16:42,2
75,,11.01.24 16:10,,,,1,1,2,11.01.24 16:10,47,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:11,6,6,6,6,5,7,5,1,"showering, washing up dishes",the placement of the light logger is worn on the wrist,2,11.01.24 16:13,4,3,4,1,19,1,4,3,3,I think wearing the light logger at work might be difficult as I don't think it is business appropriate.,"The placement of the light logger is worn at the neck of the body, attached to the collar of clothing.",2,11.01.24 16:14,4,4,4,1,1,4,3,3,"i think wearing the light logger at work, in a business setting could be difficult and inappropriate.",the light logger is worn on the face like glasses.,2,11.01.24 16:16,5,5,4,5,1,1,5,3,2,I think wearing the light logger to work might be difficult as it's not appropriate to wear a hat in a business context.,"On the head, attached to a hat.",2,11.01.24 16:21,5,4,6,3,1,5,3,2,difficult in a social setting as it looks quite casual.,around the neck,2,11.01.24 16:22,5,5,7,4,4,6,7,1,I don't think there are any situations or activities when wearing the light logger might be difficult.,"on the chest, attached to clothing",2,11.01.24 16:24,4,3,5,2,2,5,7,2,difficult in a social setting as the light logger is quite predominante,around the neck,2,11.01.24 16:24,5,4,6,4,3,7,7,1,difficult in a social setting as the light logger would stand out.,around the arm,2,11.01.24 16:25,alternative designs would be a light logger that is fairly small and unobtrusive when worn on the body.  Perhaps something like a badge worn on an item of clothing.,none,2,11.01.24 16:26,2
76,,11.01.24 16:10,,,,1,1,2,11.01.24 16:10,33,2,1,,1,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:12,5,5,3,5,5,6,6,3,"Active hobbies, using a computer.",On the wrist like a watch,2,11.01.24 16:14,3,2,5,3,19,3,6,4,2,"probably not many, perhaps during physical activities depending on the material used",on the neck of the tshirt,2,11.01.24 16:16,1,2,2,2,2,5,3,2,"I don't wear glasses, so it would feel strange for me to wear them at all just for a light logger.",On the side of a pair of glasses on the head.,2,11.01.24 16:18,4,3,4,3,4,2,5,2,3,"I think any activity where you take your hat on and off frequently, which for me is many.  Entering/exiting warm areas, exercising.",on the side of a hat on the head,2,11.01.24 16:19,1,1,5,3,2,5,4,1,So long a it was comfortable I don't think it would make anything difficult.,around the neck/over the shoulders ,2,11.01.24 16:20,5,5,5,5,5,5,7,1,none,left side of chest,2,11.01.24 16:21,3,3,5,4,4,1,5,3,Exercise,around the neck,2,11.01.24 16:22,4,3,3,3,3,5,3,1,None,around the bicep/on the upper arm,2,11.01.24 16:24,A hair accessory. A belt buckle.,"Nope, seemed very straight forward. Thanks.",2,11.01.24 16:24,2
77,,11.01.24 16:10,,,,1,1,2,11.01.24 16:11,32,1,1,,1,381,7,9,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
78,,11.01.24 16:10,,,,1,1,2,11.01.24 16:11,44,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:13,4,5,5,5,5,5,5,1,I don't think it would it would be difficult to wear in any scenario,on the wrist,2,11.01.24 16:15,4,4,5,4,19,4,5,4,1,I don't think wearing it would be difficult,clipped onto the neck of a top or jumper,2,11.01.24 16:17,3,3,3,3,4,4,3,1,It wouldn't be difficult to wear,by your ear ,2,11.01.24 16:18,4,4,4,3,4,5,5,3,1,If you weren't wearing a hat you couldn't wear this.,on your head (on a hat),2,11.01.24 16:19,4,4,3,3,4,5,3,1,It wouldn't be difficult to wear,round your neck,2,11.01.24 16:20,5,5,5,5,5,6,5,1,It wouldn't be difficult to wear,on your chest (pinned to a top),2,11.01.24 16:21,4,4,5,4,5,5,3,1,It wouldn't be difficult to wear,round your neck,2,11.01.24 16:22,4,3,3,3,4,5,2,1,It wouldn't be difficult to wear,on your arm,2,11.01.24 16:23,Anything small and unobtrusive will work.,No,2,,0
79,,11.01.24 16:10,,,,1,1,2,11.01.24 16:11,31,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:12,6,6,6,6,6,6,7,1,"Whilst sleeping, and it depends if it is waterproof for swimming etc.",On the wrist,2,11.01.24 16:16,3,3,5,3,19,3,3,3,6,Anything involving movement as I often wear my glasses around my neck when not reading so it would hit my glasses. Also when I've worn microphones on the front of my shirt they have always fallen off.,On the neckline of your shirt,2,11.01.24 16:17,5,5,5,5,5,3,6,3,Doing exercise or swimming etc - anything involving water that would obscure the glass,On glasses,2,11.01.24 16:22,3,3,4,3,3,3,3,1,5,"Anytime when I would be too hot to wear a hat, so most of the time.",On a beanie hat,2,11.01.24 16:25,5,5,5,5,5,5,7,1,Swimming etc as it might not attach to a swimming costume,Around the neck like an open necklace,2,11.01.24 16:25,5,5,5,5,5,5,7,1,Swimming if it's not waterproof,On the chest of a t shirt,2,11.01.24 16:26,4,5,5,5,5,1,6,3,Doing exercise or moving around a lot as it would swing around,On a necklace,2,11.01.24 16:29,3,3,5,3,3,5,3,5,I find arm bands to be uncomfortable and not to look very stylish,Arm band,2,11.01.24 16:29,On a belt or a ring.,N/A,2,11.01.24 16:29,2
80,,11.01.24 16:10,,,,1,1,2,11.01.24 16:11,25,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:12,3,1,3,1,1,1,3,1,When exercising or doing something creative,on the wrist,2,11.01.24 16:14,1,1,1,1,19,1,1,2,2,"Every time you got changed, you would have to remove and replace the light logger onto the most external piece of clothing",on a shirt/jumper collar,2,11.01.24 16:15,1,1,1,1,1,1,1,1,"doing anything, it's unclear whether it is a pair of glasses or if it fits onto a pair of glasses - feels incredibly restrictive",on a pair of glasses,2,11.01.24 16:16,1,1,4,1,1,1,1,1,2,"when it is warm, when you are indoors doing regular tasks, when exercising",on a hat,2,11.01.24 16:17,1,1,1,1,1,1,1,3,"during exercise, when going outside, when doing household tasks",around the neck,2,11.01.24 16:17,1,1,1,1,1,1,1,2,when putting on extra layers or removing layers of clothing,badge on chest,2,11.01.24 16:18,1,1,1,1,1,1,1,3,"doing exercise, in a professional setting",necklace,2,11.01.24 16:19,1,1,1,1,1,1,1,5,"doing exercise, when putting on additional layers of clothing, during household tasks, in the workplace",on your sleeve,2,11.01.24 16:19,"I think a lot of them are quite bulky and ugly, so something more subtle and in a comfortable body position (i.e. the watch) would be ideal",n/a,2,,0
81,,11.01.24 16:11,,,,1,1,2,11.01.24 16:11,33,1,1,,0,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:13,4,5,5,5,5,5,5,4,while doing housework like washing dishes,It looks appropriate ,2,11.01.24 16:14,4,3,5,3,19,3,3,5,3,It feels like it could fall doing all activities ,Not appropriate ,2,11.01.24 16:15,2,1,1,1,1,1,1,3,during all activities as it is jot attractive,I don't like it,2,11.01.24 16:16,4,5,4,3,3,4,5,5,3,"Might be difficult around people, not polite",Is not bad,2,11.01.24 16:16,2,2,2,2,2,2,1,3,Doing everything ,Ugly,2,11.01.24 16:17,5,6,6,6,6,6,6,1,Not applicable ,Looks appropriate ,2,11.01.24 16:17,5,6,6,6,6,6,6,3,Not applicable ,Looks good,2,11.01.24 16:18,2,2,2,2,2,2,1,1,With people,Ugly,2,11.01.24 16:18,Could be a ring or earrings,No,2,11.01.24 16:18,2
82,,11.01.24 16:11,,,,1,1,2,11.01.24 16:11,30,1,1,,0,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:13,5,5,6,5,5,5,5,2,"washing up, showering, gardening, swimming",on the wrist,2,11.01.24 16:15,4,3,7,4,19,4,7,5,2,"showering, swimming, sleeping/napping",on the collar of a garment,2,11.01.24 16:17,4,6,6,6,6,6,5,2,"reading, if you have prescription glasses unless it sticks onto any glasses. sleeping, showering",glasses,2,11.01.24 16:19,3,4,4,3,2,2,3,4,1,"showering, swimming, when it is too hot to wear a hat",on a hat,2,11.01.24 16:20,3,4,5,2,4,3,4,3,"showering, swimming, sleeping",around the neck,2,11.01.24 16:21,5,6,7,6,6,6,5,1,"showering, swimming",like a name badge,2,11.01.24 16:22,5,5,6,5,5,4,5,1,"showering, swimming, running, doing certain chores",on a necklace/lanyard,2,11.01.24 16:23,5,3,5,3,3,7,4,1,"showering, swimming, napping",armband,2,11.01.24 16:24,"a hair clip, hairband, headband",no,2,11.01.24 16:25,2
83,,11.01.24 16:11,,,,1,1,2,11.01.24 16:11,59,1,1,,1,381,6,9,2,,,,,,,,,,,,0,11.01.24 16:14,3,4,4,4,4,4,6,1,Swimming; watersports,"On the wrist, like a watch",2,11.01.24 16:16,5,5,5,5,19,5,5,6,2,Gym;  other strenuous activity; swimming,On the neck line of a t shirt/top,2,11.01.24 16:17,3,3,3,3,3,3,1,4,If you already wear glasses,as a pair of glasses,2,11.01.24 16:18,3,3,4,3,3,3,3,1,2,if you don't want to wear a hat,attached to a hat,2,11.01.24 16:19,5,5,5,5,5,5,6,2,strenuous activity,as a collar,2,11.01.24 16:20,4,4,4,4,4,4,6,1,none,like a badge on the chest,2,11.01.24 16:21,5,5,5,5,5,5,6,2,when doing household tasks and strenuous activity,as a necklace,2,11.01.24 16:22,4,4,4,4,2,5,3,2,in cold weather when the arm would be covered,around the upper arm,2,11.01.24 16:24,"The most practical would be the wristwatch style. Unlikely to be used if wearer already uses a smart device (Fitbit etc.), unless it was incorporated in to it. ",No,2,,0
84,,11.01.24 16:11,,,,1,1,2,11.01.24 16:11,39,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:13,3,1,5,1,1,5,5,1,doing exercise,on the wrist,2,11.01.24 16:14,1,1,1,1,19,1,1,1,5,Its in an annoying place,t shirt collar,2,11.01.24 16:15,4,1,1,1,1,1,1,5,exercise,on the nose and ears,2,11.01.24 16:16,1,1,4,1,1,1,1,1,1,hot weather,on the head,2,11.01.24 16:17,4,2,5,1,1,3,2,3,exercise ,round the back of the neck,2,11.01.24 16:17,5,5,7,5,5,6,6,1,running,on the chest,2,11.01.24 16:19,5,4,7,4,5,3,4,2,exercise,round the neck in the middle of the chest,2,11.01.24 16:20,5,5,7,3,4,5,3,1,working,round the upper arm,2,11.01.24 16:21,no,no,2,11.01.24 16:21,2
85,,11.01.24 16:11,,,,1,1,2,11.01.24 16:12,19,1,1,,1,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:13,4,5,5,6,5,3,5,2,"When cooking foods which require kneeding, swimming or showering.",On the wrist,2,11.01.24 16:15,4,5,6,5,19,5,4,7,1,n/a,Near the collarbone clipped on a shirt.,2,11.01.24 16:16,6,6,6,6,6,4,7,1,Whilst sleeping or showering.,"On the face, resting on the nose and ears as glasses.",2,11.01.24 16:17,5,5,4,3,4,5,3,3,3,Inside buildings at work etc as can be rude to wear hats indoors or not part of uniform. Also in the summer as it would be too hot to wear to wear a hat.,Worn as a hat on the head,2,11.01.24 16:25,4,5,6,5,5,3,5,3,When exercising or doing physical activity.,Resting on the neck ,2,11.01.24 16:26,6,6,6,6,6,6,7,1,n/a,On the chest area on a shirt.,2,11.01.24 16:27,6,7,7,6,6,3,7,2,When doing exercise as jewellery/necklaces can be a safety concern,worn as a necklace around the neck,2,11.01.24 16:28,5,5,6,4,5,6,7,1,n/a,Around the bicep/wrapped at the top of the arm,2,11.01.24 16:29,As a fashionable headband or hair clip for females. ,n/a,2,11.01.24 16:30,2
86,,11.01.24 16:11,,,,1,1,2,11.01.24 16:12,20,2,1,,1,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:13,4,3,4,2,4,4,7,2,showering or other wet activites ,on the wrists,2,11.01.24 16:14,3,3,4,2,19,2,2,3,2,high movement activities,attached to the collar,2,11.01.24 16:15,1,1,1,1,1,1,2,3,"high movement activities, activities that require other facial wear, wet.",as glasses on the face,2,11.01.24 16:17,3,3,4,4,1,4,4,4,3,indoor scenarios.,as a hat ,2,11.01.24 16:18,5,4,5,1,4,3,5,2,heavy exercise or cold weathering when extra layers may be necessary,as a neck placement,2,11.01.24 16:20,5,5,5,2,5,5,7,1,any situations that may require extra layers to be worn,as a patch on the shirt,2,11.01.24 16:21,5,5,5,3,5,3,5,2,high exercise situations,as a necklace,2,11.01.24 16:22,4,4,4,1,3,5,5,1,showering or bathing,as an armband,2,11.01.24 16:22,no,no,2,11.01.24 16:22,2
87,,11.01.24 16:11,,,,1,1,2,11.01.24 16:12,70,1,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:15,5,6,6,6,6,6,7,1,none,Being on the wrist doesn't restrict any movement.,2,11.01.24 16:17,3,3,3,2,19,3,3,1,2,none,Being by the neck it is unsightly and may rub the neck,2,11.01.24 16:20,1,1,1,1,1,1,1,2,Unsure but maybe running where they slip or steam up,It is unsightly on the eyes and no good if you wear glasses,2,11.01.24 16:21,1,1,4,1,1,1,1,1,1,none,It just looks ridiculous being on the head,2,11.01.24 16:23,4,4,5,2,3,3,3,1,none,It  could pass as headphones so ok in some circumstances,2,11.01.24 16:26,5,5,6,4,4,5,4,1,none,It is unobtrusive and easy to wear,2,11.01.24 16:27,4,4,4,3,3,3,3,2,It could get caught in some exercise machines,Its a little unpractible being like a necklace,2,11.01.24 16:29,4,6,6,5,5,5,5,1,none,It is in a practible place and not likely to get caught in anything,2,11.01.24 16:30,A self adhesive strip that you could place temporarily on any t-shirt,none,2,11.01.24 16:30,2
88,,11.01.24 16:11,,,,1,1,2,11.01.24 16:13,29,1,1,,0,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:15,7,7,7,7,7,7,7,1,"Maybe during shower or baths, doing aquatic sports or other activities involving water, unless it is waterproof (might be a bit uncomfortable tho)",Placed in the left or right wrist,2,11.01.24 16:17,3,2,5,1,19,2,5,3,1,Any situation or activity when you are not using clothes.,Attached to the shirt collar,2,11.01.24 16:19,5,5,6,6,5,3,5,2,"Any activity involving water, difficult for peopole who are not used to wear glasses",In the face like eyeglasses,2,11.01.24 16:21,6,6,4,3,5,6,2,5,3,"During summer (too hot to wear a cap), might not be formal enough to wear at work",In the head attached to a cap,2,11.01.24 16:22,1,1,3,1,2,2,3,6,The design seems like it might fall when you move your arms,Resting in your collarbones and shoulders,2,11.01.24 16:24,6,7,7,6,7,7,7,1,Any activitie that involves not wearing a shirt,Chest near the heart,2,11.01.24 16:25,2,3,5,1,3,2,4,2,When running ,Hanging like a necklace,2,11.01.24 16:26,6,6,7,5,6,7,7,1,Might look unprofessional at work,In the upper arm (biceps) like a band,2,11.01.24 16:28,"Earrings, rings or a devided attached to your shoe could be a good alternative. Something small and discreet that you can use at work, and waterproof for those doing water sports.",Some of the designes were very attractive!,2,11.01.24 16:28,2
89,,11.01.24 16:11,,,,1,1,2,11.01.24 16:12,37,2,1,,1,381,4,9,2,,,,,,,,,,,,0,11.01.24 16:13,5,5,6,5,5,5,5,2,Bathing ,The light logger is on the wrist,2,11.01.24 16:15,1,1,1,1,19,1,1,1,1,None,Located on the neck,2,11.01.24 16:15,1,1,1,1,1,1,1,4,Reading and driving ,Worn on the glasses. ,2,11.01.24 16:16,1,1,1,1,1,1,1,1,1,At work where headwear is not permitted. ,On the head ,2,11.01.24 16:17,1,1,1,1,1,1,1,3,Getting changed/ dressed or bathing ,Around the neck,2,11.01.24 16:17,5,5,5,5,3,5,5,1,None,On the chest,2,11.01.24 16:18,4,5,5,3,3,1,5,3,Lanyard will be unsafe at work and at the gym ,Around the neck draped over the chest ,2,11.01.24 16:19,5,5,5,3,4,5,5,1,None,On the arm,2,11.01.24 16:19,I cannot think of a more appropriate alternative design. I think the wrist option is best. ,None,2,,0
90,,11.01.24 16:11,,,,1,1,2,11.01.24 16:12,29,2,1,,1,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:14,3,3,2,4,2,4,1,6,"Where I live, at certain times of the year there is hardly any daylight.",Wrist,2,11.01.24 16:15,3,1,1,4,19,1,1,1,7,I would be worried about it falling off all the time. ,Lower neck/ upper chest,2,11.01.24 16:16,1,1,1,1,1,1,1,7,I already have to wear glasses.,Face,2,11.01.24 16:17,2,1,4,1,1,1,1,1,7,I don't often wear hats. ,On the front side of a hat. ,2,11.01.24 16:18,1,1,1,1,1,1,1,7,Would worry about it falling off and it also looks uncomfortable ,Around the back of your neck.,2,11.01.24 16:19,4,4,2,4,3,4,2,1,I can't think of any. ,Over your heart.,2,11.01.24 16:21,2,1,1,1,1,1,1,2,It could be annoying to some with it moving all the time. ,A necklace around the neck,2,11.01.24 16:21,4,3,2,2,2,6,3,1,I can't think of any. ,Armband around the arm. ,2,11.01.24 16:23,"Maybe a little niche but a piece of body jewellery, like an ear-piercing.",No,2,11.01.24 16:24,2
91,,11.01.24 16:12,,,,1,1,2,11.01.24 16:13,57,2,1,,1,381,6,9,2,,,,,,,,,,,,0,11.01.24 16:17,4,5,5,5,4,5,4,2,Going out for dinner to a restaurant.,The light logger is on the wrist similar to a watch.,2,11.01.24 16:20,4,6,6,6,19,3,3,4,2,During exercise or going out to a party.,High up clipped to the neck line.,2,11.01.24 16:23,3,2,4,4,1,1,2,6,Exercise and social events,Clipped on to the side of ones glasses.,2,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0
92,,11.01.24 16:12,,,,1,1,2,11.01.24 16:13,26,2,1,,1,381,1,9,2,,,,,,,,,,,,0,11.01.24 16:14,3,4,5,4,2,5,7,1,In bed,The light logger is on the wrist,2,11.01.24 16:15,3,2,3,1,19,1,2,2,4,"Anything that involves bending down, so housework, working out, even social contexts.",The light logger is on the t shirt neck hem,2,11.01.24 16:17,3,2,5,2,2,2,3,2,"anything involving bending down, or anything involving heat such as cooking and showering. also running or working out",glasses on the face,2,11.01.24 16:18,3,1,4,2,1,1,1,1,4,"Anything where wearing a hat is not appropriate, such as events, restaurants, the sauna, some forms of training, even at home most of the time it is not comfortable.",It is on the hat,2,11.01.24 16:20,1,1,1,1,1,1,1,1,"Any activities involving movement, which is many situations. Also any situation where appearance is important, which is person specific. For me, I would never wear it outside the house.",It is around the neck/shoulders,2,11.01.24 16:22,4,3,5,1,1,1,3,2,"Any situation where appearance is important. The front of the top is not necessarily the most secure position either, so working out again.",It is a chest pin,2,11.01.24 16:23,2,1,3,1,1,2,1,2,The movement of the necklace would not be appropriate for excercise. Also sleeping,Necklace around neck,2,11.01.24 16:24,2,1,1,1,1,1,1,4,"Swimming, sleeping",It is an arm band around the bicep / sleeve,2,11.01.24 16:25,I could envision a ring.,N/a,2,11.01.24 16:26,2
93,,11.01.24 16:13,,,,1,1,2,11.01.24 16:13,26,2,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:15,3,3,4,3,3,4,5,3,it looks quite bulky so any instances where dexterity was needed it may get in the way ,The light logger is worn on the wrist ,2,11.01.24 16:17,4,3,4,4,19,4,5,5,2,"Having something attached to clothing can sometimes get in the way, it may become annoying or uncomfortable to wear ",this light logger is worn on the collar of clothing ,2,11.01.24 16:18,2,2,2,2,2,2,1,3,"if you are lying down or wearing something on your head, having glasses on may be frustrating ",this light logger is worn like a pair of glasses,2,11.01.24 16:19,2,2,2,2,2,2,2,1,3,"this may not neccesarily restrict you during an activity but it seems to require wearing a hat which may be innapropriate, annoying, or uncomfortable ",this is worn on the head like a hat ,2,11.01.24 16:20,2,2,2,2,2,2,1,1,if. Ineeded to bend down a lot i can imagine something worn around  the neck would become frustrating due to it moving around ,worn around the neck ,2,11.01.24 16:21,4,4,4,4,4,5,4,1,I dont think it would cause issue ,pinned to clothing ,2,11.01.24 16:22,3,3,3,3,3,3,1,4,wearing something round your neck can be dangerous if using machinery for example. if you are moving a lot it could swing about and get annoying too ,around the neck like a necklace ,2,11.01.24 16:22,3,3,3,3,3,5,4,1,i dont think this would be restrictive ,on the arm ,2,11.01.24 16:23,I think wrist would be the best place but itd need to be small enough not to get in the way,no ,2,,0
94,,11.01.24 16:13,,,,1,1,2,11.01.24 16:13,30,2,1,,1,381,7,9,2,,,,,,,,,,,,0,11.01.24 16:15,4,3,4,2,2,3,2,3,I could see it being annoying when doing exercise/weightlifting,It is placed on the wrist.,2,11.01.24 16:16,3,2,2,2,19,2,2,2,3,I could see this being irritating when exercising.,It is placed on your clothing,2,11.01.24 16:17,1,1,1,1,1,1,1,1,This would be very uncofmortable and annoying,It is placed on your glasses/face,2,11.01.24 16:18,1,1,4,1,1,1,1,1,1,Social activities,It is placed on a hat,2,11.01.24 16:19,3,2,2,2,1,3,1,3,"Exercising, social activities.",It is placed around the neck,2,11.01.24 16:19,5,4,4,3,2,4,3,1,Social situations,It is placed on your clothing/t-shirt,2,11.01.24 16:20,1,1,1,1,1,1,1,4,Exercising.,It is placed around the neck,2,11.01.24 16:21,5,4,3,2,1,5,3,2,Social situations.,It is placed around the upper arm.,2,11.01.24 16:22,Having it placed around your wrist is probably the most likely way to enable continuous wear without it interrupting daily activities,No,2,11.01.24 16:22,2
95,,11.01.24 16:13,,,,1,1,2,11.01.24 16:18,53,1,1,,1,381,3,9,2,,,,,,,,,,,,0,11.01.24 16:38,5,4,5,5,4,5,2,3,if they are not properly fit,they are used to treat different diseases,2,11.01.24 16:48,5,5,5,4,19,4,5,3,1,it will be easier ,it depends on what we want to study,2,11.01.24 16:51,5,5,5,5,5,5,7,1,during swimming,it will depend on the area where it is needed,2,11.01.24 16:53,4,3,4,5,4,4,4,4,3,during swimming,it can be placed on side of head on side o chest,2,11.01.24 16:55,3,3,5,3,3,4,3,3,during swimming,"on side of head ,on side of chest and on neck",2,11.01.24 16:56,5,5,5,4,4,3,6,3,during exercise and swimming,"on chest ,head ,side of head , ",2,11.01.24 16:58,3,3,3,3,3,3,4,3,during swimming and exercise,"on side head ,chest, neck",2,11.01.24 17:00,5,5,5,5,5,5,7,2,during swimming,"on  arm,chest  , side of chest",2,11.01.24 17:01,easier on arm in form of band,it was interesting survey,2,11.01.24 17:02,2
